issue_id,table_name,issue_type,field_name,detected_date,resolved_date,days_to_resolve,severity,resolved_flag,source_system
DQ862136,patients,Duplicate_Record,zip_code,2024-04-10,2024-05-10,30,Critical,1,External_Feed
DQ345762,patients,Missing_Value,icd10_code,2023-08-30,2023-09-22,23,Medium,1,Epic
DQ561427,patients,Coding_Error,total_charges,2025-09-14,2025-09-25,11,Critical,1,Manual_Entry
DQ332309,encounters,Missing_Value,performance_rate,2024-07-16,2024-07-20,4,Medium,1,Epic
DQ284721,patients,Late_Submission,performance_rate,2024-10-06,2024-10-22,16,High,1,Epic
DQ488272,encounters,Out_of_Range,performance_rate,2024-06-27,2024-06-29,2,Critical,1,External_Feed
DQ370773,lab_results,Late_Submission,zip_code,2024-07-05,2024-07-30,25,High,1,Manual_Entry
DQ866491,lab_results,Missing_Value,icd10_code,2023-10-09,2023-10-20,11,High,0,Manual_Entry
DQ603588,encounters,Late_Submission,performance_rate,2023-01-31,2023-02-28,28,Critical,1,Manual_Entry
DQ228739,patients,Format_Error,icd10_code,2025-01-02,2025-01-28,26,Low,1,Clarity
DQ537209,quality_measures,Out_of_Range,zip_code,2024-10-21,2024-11-17,27,Low,1,Epic
DQ930502,lab_results,Referential_Integrity,performance_rate,2023-11-04,2023-11-24,20,Medium,1,External_Feed
DQ885731,quality_measures,Format_Error,encounter_date,2023-12-27,2024-01-10,14,Medium,0,Manual_Entry
DQ855418,quality_measures,Duplicate_Record,performance_rate,2023-11-30,2023-12-07,7,Critical,1,Epic
DQ339559,quality_measures,Coding_Error,patient_id,2025-09-09,2025-10-05,26,High,0,External_Feed
DQ223174,patients,Missing_Value,encounter_date,2023-08-05,2023-08-10,5,Low,1,Epic
DQ724299,patient_surveys,Out_of_Range,performance_rate,2023-04-12,2023-04-13,1,Medium,1,Clarity
DQ862377,lab_results,Out_of_Range,icd10_code,2023-04-10,2023-04-25,15,Low,1,Epic
DQ314984,encounters,Coding_Error,icd10_code,2023-02-03,2023-02-25,22,Low,1,Manual_Entry
DQ923657,lab_results,Duplicate_Record,encounter_date,2024-06-17,2024-07-15,28,Medium,1,Epic
DQ748711,quality_measures,Coding_Error,encounter_date,2023-05-21,2023-06-08,18,High,1,Epic
DQ946207,patient_surveys,Format_Error,age,2025-10-21,2025-10-27,6,Medium,1,Manual_Entry
DQ197131,patient_surveys,Out_of_Range,icd10_code,2025-07-27,2025-08-02,6,Medium,1,Epic
DQ541387,patient_surveys,Out_of_Range,age,2025-12-15,2025-12-30,15,Critical,1,Clarity
DQ938100,quality_measures,Missing_Value,zip_code,2024-07-03,2024-07-31,28,Medium,1,Clarity
DQ153033,encounters,Missing_Value,patient_id,2024-10-19,2024-10-23,4,Critical,1,Epic
DQ231945,lab_results,Late_Submission,performance_rate,2023-10-22,2023-11-19,28,Low,1,Clarity
DQ411491,lab_results,Referential_Integrity,performance_rate,2024-09-09,2024-10-03,24,High,1,Manual_Entry
DQ713127,patients,Out_of_Range,age,2025-06-13,2025-07-02,19,Critical,1,Clarity
DQ688183,encounters,Out_of_Range,encounter_date,2025-11-17,2025-11-20,3,Low,1,Epic
DQ036713,lab_results,Out_of_Range,icd10_code,2023-07-22,2023-08-16,25,High,1,Clarity
DQ949842,patients,Coding_Error,encounter_date,2024-10-10,2024-10-18,8,High,1,Epic
DQ455693,patient_surveys,Referential_Integrity,icd10_code,2025-08-30,2025-09-27,28,Low,1,Epic
DQ347047,patients,Late_Submission,total_charges,2025-05-10,2025-05-10,0,Low,1,Epic
DQ957960,lab_results,Out_of_Range,age,2024-07-26,2024-07-29,3,Critical,1,External_Feed
DQ585624,patient_surveys,Late_Submission,patient_id,2023-05-19,2023-06-07,19,High,0,Manual_Entry
DQ030958,patients,Format_Error,zip_code,2024-02-02,2024-02-27,25,Critical,1,External_Feed
DQ784425,patient_surveys,Referential_Integrity,total_charges,2023-09-16,2023-10-09,23,Medium,1,Clarity
DQ748218,encounters,Referential_Integrity,zip_code,2023-10-23,2023-11-10,18,Medium,1,Epic
DQ891390,encounters,Late_Submission,performance_rate,2023-05-16,2023-05-21,5,Critical,1,Epic
DQ159394,lab_results,Format_Error,age,2024-07-09,2024-08-03,25,High,1,Manual_Entry
DQ698783,lab_results,Coding_Error,total_charges,2024-05-18,2024-06-09,22,Low,1,External_Feed
DQ951841,encounters,Format_Error,icd10_code,2023-08-07,2023-08-10,3,Low,1,Epic
DQ538060,patients,Duplicate_Record,performance_rate,2023-03-23,2023-04-21,29,Critical,0,Clarity
DQ776530,lab_results,Late_Submission,patient_id,2024-08-06,2024-08-21,15,Low,1,Epic
DQ426879,encounters,Late_Submission,encounter_date,2023-06-27,2023-07-25,28,Medium,1,Epic
DQ101209,patients,Duplicate_Record,zip_code,2024-10-23,2024-10-26,3,Low,1,Clarity
DQ246850,patients,Coding_Error,zip_code,2024-05-06,2024-05-07,1,High,1,External_Feed
DQ105405,patient_surveys,Format_Error,icd10_code,2024-02-11,2024-02-15,4,Medium,1,Epic
DQ881294,quality_measures,Late_Submission,zip_code,2025-04-12,2025-05-05,23,High,1,Clarity
DQ459747,lab_results,Referential_Integrity,icd10_code,2023-09-07,2023-09-12,5,High,1,Epic
DQ102331,encounters,Coding_Error,total_charges,2024-07-26,2024-08-23,28,High,0,Manual_Entry
DQ718263,encounters,Late_Submission,total_charges,2024-11-16,2024-12-08,22,Low,1,Epic
DQ911196,patient_surveys,Coding_Error,encounter_date,2024-03-06,2024-04-03,28,Medium,1,External_Feed
DQ236749,patient_surveys,Duplicate_Record,icd10_code,2024-11-04,2024-11-15,11,Low,1,Clarity
DQ977540,patients,Late_Submission,icd10_code,2024-07-06,2024-07-24,18,Low,1,Clarity
DQ182111,patients,Duplicate_Record,patient_id,2023-09-20,2023-10-12,22,Critical,1,Epic
DQ853409,lab_results,Format_Error,encounter_date,2024-05-13,2024-06-04,22,Low,1,Epic
DQ868832,lab_results,Late_Submission,age,2023-12-29,2024-01-01,3,Low,0,Epic
DQ786811,patients,Coding_Error,icd10_code,2023-02-15,2023-03-14,27,Low,1,Epic
DQ231159,patient_surveys,Duplicate_Record,age,2024-12-08,2024-12-30,22,Low,1,Manual_Entry
DQ124732,lab_results,Duplicate_Record,encounter_date,2025-02-10,2025-02-24,14,Low,0,Manual_Entry
DQ220744,patients,Missing_Value,icd10_code,2024-05-05,2024-06-04,30,Medium,1,Epic
DQ493028,lab_results,Out_of_Range,encounter_date,2025-12-06,2025-12-18,12,Critical,1,Clarity
DQ400418,patients,Duplicate_Record,encounter_date,2025-01-19,2025-01-28,9,Medium,0,Manual_Entry
DQ528976,encounters,Referential_Integrity,total_charges,2024-02-19,2024-02-26,7,High,1,Clarity
DQ202104,patient_surveys,Coding_Error,zip_code,2023-05-22,2023-05-31,9,Critical,1,Manual_Entry
DQ441603,quality_measures,Referential_Integrity,total_charges,2025-11-23,2025-12-14,21,High,1,Manual_Entry
DQ431728,encounters,Late_Submission,icd10_code,2025-08-10,2025-08-18,8,Critical,0,External_Feed
DQ865151,patients,Coding_Error,zip_code,2025-04-24,2025-05-23,29,Low,0,Epic
DQ577758,lab_results,Format_Error,performance_rate,2024-08-26,2024-09-16,21,Medium,1,Epic
DQ731022,patient_surveys,Referential_Integrity,encounter_date,2024-05-18,2024-05-27,9,Low,1,Epic
DQ194384,patients,Referential_Integrity,zip_code,2023-06-03,2023-07-02,29,Low,1,Manual_Entry
DQ676393,patient_surveys,Late_Submission,total_charges,2024-01-31,2024-02-28,28,Medium,0,Epic
DQ739382,encounters,Late_Submission,age,2025-04-12,2025-04-19,7,Medium,1,Epic
DQ000098,encounters,Coding_Error,patient_id,2023-05-03,2023-05-23,20,Low,1,External_Feed
DQ145060,quality_measures,Late_Submission,encounter_date,2023-08-22,2023-09-12,21,Critical,0,External_Feed
DQ587661,quality_measures,Coding_Error,total_charges,2023-01-18,2023-02-17,30,Medium,1,Clarity
DQ615388,encounters,Late_Submission,encounter_date,2024-04-07,2024-04-11,4,Medium,1,Clarity
DQ375520,encounters,Format_Error,encounter_date,2025-03-16,2025-04-15,30,Medium,0,External_Feed
DQ759989,encounters,Referential_Integrity,total_charges,2024-04-01,2024-04-21,20,High,0,Clarity
DQ438358,patient_surveys,Coding_Error,total_charges,2024-03-11,2024-03-26,15,Low,0,Manual_Entry
DQ735488,patients,Duplicate_Record,total_charges,2024-01-27,2024-02-26,30,Critical,0,Epic
DQ749141,quality_measures,Missing_Value,total_charges,2023-07-02,2023-07-24,22,High,0,Epic
DQ084703,patient_surveys,Out_of_Range,encounter_date,2023-10-29,2023-11-21,23,High,1,External_Feed
DQ716449,quality_measures,Late_Submission,patient_id,2025-11-02,2025-11-30,28,Low,0,Epic
DQ161699,patients,Coding_Error,zip_code,2025-09-11,2025-10-05,24,Critical,1,Epic
DQ656509,patient_surveys,Referential_Integrity,performance_rate,2025-01-26,2025-02-08,13,Critical,1,Clarity
DQ288491,patients,Referential_Integrity,icd10_code,2024-12-27,2024-12-31,4,Medium,1,Clarity
DQ634600,lab_results,Referential_Integrity,encounter_date,2025-02-08,2025-02-26,18,Medium,1,Clarity
DQ769868,patients,Duplicate_Record,total_charges,2023-12-29,2024-01-23,25,High,1,Clarity
DQ655018,patients,Referential_Integrity,patient_id,2025-09-01,2025-10-01,30,High,1,External_Feed
DQ269311,encounters,Out_of_Range,zip_code,2024-10-12,2024-10-28,16,Medium,1,Epic
DQ390951,patients,Referential_Integrity,zip_code,2024-02-09,2024-02-19,10,High,1,External_Feed
DQ658771,lab_results,Out_of_Range,zip_code,2024-08-09,2024-09-08,30,High,1,Clarity
DQ080828,patients,Duplicate_Record,zip_code,2023-12-25,2023-12-25,0,Low,1,External_Feed
DQ312873,encounters,Referential_Integrity,encounter_date,2024-07-18,2024-08-14,27,Medium,1,Epic
DQ472653,patient_surveys,Late_Submission,performance_rate,2023-04-05,2023-04-14,9,Medium,1,External_Feed
DQ625812,encounters,Late_Submission,zip_code,2024-03-23,2024-04-14,22,Low,0,Clarity
DQ712925,patients,Coding_Error,patient_id,2024-09-10,2024-10-08,28,Critical,1,Manual_Entry
DQ382242,lab_results,Referential_Integrity,performance_rate,2025-03-23,2025-04-21,29,Low,0,Manual_Entry
DQ627240,lab_results,Late_Submission,patient_id,2024-07-07,2024-07-07,0,Low,1,Clarity
DQ739739,encounters,Missing_Value,total_charges,2024-01-29,2024-01-30,1,Low,0,Manual_Entry
DQ472412,lab_results,Coding_Error,performance_rate,2023-06-21,2023-07-14,23,Low,1,External_Feed
DQ197899,quality_measures,Format_Error,zip_code,2024-08-12,2024-08-14,2,High,1,Clarity
DQ713979,patients,Out_of_Range,zip_code,2023-08-19,2023-09-16,28,High,1,External_Feed
DQ012388,lab_results,Missing_Value,encounter_date,2025-07-01,2025-07-15,14,Medium,0,Manual_Entry
DQ640061,quality_measures,Coding_Error,patient_id,2025-01-12,2025-02-09,28,Low,1,Clarity
DQ888188,patients,Coding_Error,encounter_date,2024-09-11,2024-09-24,13,Medium,1,Clarity
DQ183319,lab_results,Format_Error,performance_rate,2025-02-12,2025-02-25,13,High,1,Epic
DQ344662,patient_surveys,Late_Submission,patient_id,2024-12-16,2024-12-27,11,High,1,Epic
DQ020290,lab_results,Referential_Integrity,performance_rate,2024-04-20,2024-05-14,24,Medium,1,Manual_Entry
DQ007882,patient_surveys,Out_of_Range,performance_rate,2023-04-15,2023-05-11,26,Medium,1,Manual_Entry
DQ376362,patient_surveys,Format_Error,performance_rate,2025-09-27,2025-10-20,23,Low,0,Epic
DQ521106,patients,Missing_Value,total_charges,2025-11-07,2025-11-16,9,Low,1,External_Feed
DQ442295,patients,Late_Submission,encounter_date,2024-03-11,2024-04-04,24,Medium,1,Manual_Entry
DQ771249,patients,Out_of_Range,performance_rate,2024-05-30,2024-06-27,28,Low,1,Clarity
DQ910881,encounters,Out_of_Range,patient_id,2023-02-23,2023-03-05,10,Critical,1,Epic
DQ283117,quality_measures,Referential_Integrity,encounter_date,2023-04-20,2023-05-19,29,Critical,1,Epic
DQ222248,encounters,Coding_Error,encounter_date,2023-05-14,2023-06-02,19,Critical,1,Epic
DQ732624,quality_measures,Coding_Error,encounter_date,2024-02-03,2024-02-10,7,Low,1,External_Feed
DQ192558,patients,Coding_Error,performance_rate,2023-02-23,2023-02-26,3,Low,1,Clarity
DQ861789,lab_results,Coding_Error,zip_code,2023-02-10,2023-02-20,10,Medium,1,Manual_Entry
DQ576759,patients,Out_of_Range,total_charges,2023-11-09,2023-12-01,22,High,0,Epic
DQ192111,patients,Missing_Value,total_charges,2023-12-06,2023-12-26,20,Medium,0,Epic
DQ711775,encounters,Coding_Error,total_charges,2025-04-19,2025-05-19,30,High,1,Manual_Entry
DQ646929,lab_results,Duplicate_Record,patient_id,2023-11-08,2023-11-18,10,Critical,1,Epic
DQ383846,patients,Duplicate_Record,icd10_code,2025-12-20,2025-12-29,9,Low,0,Epic
DQ323484,patient_surveys,Referential_Integrity,encounter_date,2024-08-08,2024-08-16,8,High,1,Clarity
DQ981772,patient_surveys,Coding_Error,age,2025-03-07,2025-03-07,0,Medium,1,External_Feed
DQ741601,encounters,Duplicate_Record,icd10_code,2025-05-11,2025-06-09,29,Low,1,Epic
DQ138747,patients,Referential_Integrity,patient_id,2023-08-19,2023-08-29,10,Medium,0,Manual_Entry
DQ820199,quality_measures,Out_of_Range,performance_rate,2024-08-30,2024-09-22,23,Critical,1,Epic
DQ032252,quality_measures,Referential_Integrity,icd10_code,2024-07-06,2024-08-03,28,Low,1,Manual_Entry
DQ004981,patients,Duplicate_Record,encounter_date,2024-02-05,2024-02-28,23,Critical,1,External_Feed
DQ637276,quality_measures,Late_Submission,zip_code,2023-09-30,2023-10-25,25,High,1,Manual_Entry
DQ822695,lab_results,Out_of_Range,performance_rate,2023-02-21,2023-03-05,12,Critical,1,External_Feed
DQ310163,encounters,Duplicate_Record,performance_rate,2023-09-25,2023-09-30,5,Medium,1,External_Feed
DQ179912,encounters,Missing_Value,patient_id,2025-12-02,2025-12-03,1,Medium,1,Manual_Entry
DQ027649,patient_surveys,Referential_Integrity,performance_rate,2023-07-14,2023-07-22,8,Critical,0,Epic
DQ114577,patients,Referential_Integrity,performance_rate,2024-05-31,2024-06-30,30,Critical,1,External_Feed
DQ611852,patients,Out_of_Range,icd10_code,2023-10-02,2023-10-08,6,Medium,1,External_Feed
DQ913400,patients,Referential_Integrity,encounter_date,2025-09-12,2025-09-16,4,Critical,1,External_Feed
DQ482168,patients,Duplicate_Record,performance_rate,2024-05-02,2024-05-24,22,High,1,Clarity
DQ449057,patients,Missing_Value,zip_code,2024-11-08,2024-11-23,15,High,1,Clarity
DQ440439,quality_measures,Coding_Error,age,2023-05-31,2023-06-06,6,High,1,Epic
DQ595088,quality_measures,Out_of_Range,performance_rate,2024-01-06,2024-02-02,27,Critical,1,Clarity
DQ755907,lab_results,Referential_Integrity,total_charges,2025-12-29,2026-01-19,21,Low,1,Epic
DQ127806,patients,Late_Submission,zip_code,2024-09-04,2024-09-28,24,High,1,Epic
DQ520514,patients,Missing_Value,icd10_code,2023-09-24,2023-10-21,27,High,1,Manual_Entry
DQ717602,patients,Out_of_Range,zip_code,2023-05-12,2023-05-25,13,High,1,Epic
DQ801754,quality_measures,Duplicate_Record,performance_rate,2023-01-05,2023-01-07,2,Low,1,Epic
DQ207979,encounters,Missing_Value,patient_id,2025-08-07,2025-08-09,2,Low,1,Clarity
DQ182977,patient_surveys,Coding_Error,encounter_date,2023-11-11,2023-11-29,18,Low,1,Epic
DQ226516,quality_measures,Referential_Integrity,encounter_date,2025-08-11,2025-09-05,25,Medium,1,External_Feed
DQ881734,encounters,Format_Error,zip_code,2024-03-04,2024-03-20,16,Critical,1,Manual_Entry
DQ156898,encounters,Out_of_Range,encounter_date,2024-11-01,2024-11-23,22,High,1,Clarity
DQ685520,patients,Format_Error,performance_rate,2025-01-10,2025-01-28,18,Medium,1,External_Feed
DQ431629,patient_surveys,Format_Error,total_charges,2024-12-01,2024-12-06,5,High,1,Clarity
DQ742846,lab_results,Duplicate_Record,encounter_date,2023-10-29,2023-10-30,1,Critical,1,External_Feed
DQ929087,patients,Referential_Integrity,performance_rate,2023-08-24,2023-09-01,8,Medium,1,External_Feed
DQ056560,quality_measures,Referential_Integrity,zip_code,2023-09-03,2023-09-20,17,Medium,1,External_Feed
DQ859884,lab_results,Duplicate_Record,icd10_code,2025-02-17,2025-03-16,27,High,1,Epic
DQ671607,encounters,Duplicate_Record,zip_code,2024-06-20,2024-07-17,27,High,1,Clarity
DQ911596,encounters,Format_Error,age,2023-03-27,2023-04-25,29,High,1,External_Feed
DQ187798,patients,Late_Submission,age,2024-10-24,2024-11-03,10,Critical,1,External_Feed
DQ873933,lab_results,Out_of_Range,icd10_code,2023-01-04,2023-01-22,18,Low,1,Epic
DQ593849,encounters,Missing_Value,zip_code,2023-10-22,2023-11-08,17,Medium,1,Manual_Entry
DQ836526,lab_results,Out_of_Range,icd10_code,2023-10-29,2023-11-07,9,Medium,0,Manual_Entry
DQ577638,lab_results,Format_Error,encounter_date,2024-06-23,2024-07-05,12,Medium,1,External_Feed
DQ405881,patients,Referential_Integrity,total_charges,2025-04-08,2025-04-13,5,Critical,1,Manual_Entry
DQ024954,encounters,Missing_Value,icd10_code,2023-12-27,2023-12-30,3,High,1,Epic
DQ488080,quality_measures,Missing_Value,patient_id,2025-08-21,2025-09-15,25,High,1,External_Feed
DQ635406,quality_measures,Missing_Value,encounter_date,2024-01-29,2024-02-03,5,Critical,1,Manual_Entry
DQ380423,encounters,Late_Submission,patient_id,2025-04-17,2025-05-13,26,Low,1,Clarity
DQ478190,encounters,Duplicate_Record,performance_rate,2024-04-12,2024-04-28,16,Low,1,External_Feed
DQ223052,patients,Missing_Value,age,2025-11-05,2025-11-28,23,Low,1,External_Feed
DQ679486,encounters,Out_of_Range,icd10_code,2024-08-29,2024-09-22,24,Medium,1,External_Feed
DQ759600,encounters,Referential_Integrity,encounter_date,2025-02-06,2025-02-24,18,High,1,Epic
DQ813459,encounters,Referential_Integrity,encounter_date,2025-05-10,2025-05-12,2,Critical,1,Epic
DQ410321,encounters,Referential_Integrity,total_charges,2023-02-17,2023-03-06,17,High,0,External_Feed
DQ634020,patient_surveys,Coding_Error,total_charges,2025-06-29,2025-06-30,1,High,1,Epic
DQ295233,patients,Format_Error,performance_rate,2024-08-14,2024-09-02,19,High,1,Epic
DQ654798,patients,Late_Submission,icd10_code,2024-01-01,2024-01-18,17,Medium,1,External_Feed
DQ501389,lab_results,Duplicate_Record,zip_code,2025-11-22,2025-11-22,0,Low,1,Clarity
DQ337896,patient_surveys,Duplicate_Record,patient_id,2023-06-19,2023-06-28,9,High,1,Epic
DQ940902,patient_surveys,Referential_Integrity,encounter_date,2023-12-24,2024-01-01,8,Critical,1,Manual_Entry
DQ280927,patient_surveys,Format_Error,performance_rate,2024-10-10,2024-10-23,13,Low,1,Manual_Entry
DQ571569,lab_results,Coding_Error,icd10_code,2024-11-14,2024-11-25,11,Low,1,External_Feed
DQ056072,patients,Missing_Value,encounter_date,2025-01-02,2025-01-29,27,Critical,1,Manual_Entry
DQ914937,lab_results,Duplicate_Record,total_charges,2025-01-02,2025-01-17,15,High,1,Clarity
DQ894746,patients,Format_Error,patient_id,2023-09-03,2023-10-01,28,High,1,Epic
DQ149633,patients,Coding_Error,performance_rate,2024-01-06,2024-01-17,11,Critical,1,Manual_Entry
DQ675174,encounters,Format_Error,encounter_date,2023-08-23,2023-08-23,0,Critical,1,External_Feed
DQ598621,encounters,Duplicate_Record,encounter_date,2023-05-24,2023-06-18,25,Medium,1,Epic
DQ466163,encounters,Missing_Value,patient_id,2023-04-24,2023-05-10,16,Low,1,Clarity
DQ308775,patients,Duplicate_Record,patient_id,2023-05-11,2023-05-22,11,Critical,1,Manual_Entry
DQ566893,lab_results,Coding_Error,zip_code,2024-03-13,2024-03-18,5,High,1,External_Feed
DQ593223,encounters,Out_of_Range,encounter_date,2025-10-31,2025-11-19,19,Low,1,Manual_Entry
DQ341271,quality_measures,Late_Submission,total_charges,2023-09-18,2023-09-18,0,High,1,Clarity
DQ622155,patient_surveys,Out_of_Range,encounter_date,2025-09-25,2025-10-19,24,Low,0,Manual_Entry
DQ652777,quality_measures,Coding_Error,patient_id,2024-08-21,2024-09-14,24,Low,0,External_Feed
DQ294463,patient_surveys,Missing_Value,zip_code,2024-08-02,2024-08-07,5,High,1,External_Feed
DQ748701,lab_results,Missing_Value,icd10_code,2025-07-11,2025-07-14,3,Critical,1,Manual_Entry
DQ746370,patients,Duplicate_Record,performance_rate,2023-07-25,2023-07-29,4,Critical,1,Clarity
DQ156522,lab_results,Format_Error,icd10_code,2024-12-22,2025-01-18,27,Medium,1,Manual_Entry
DQ078849,lab_results,Referential_Integrity,zip_code,2024-09-05,2024-10-05,30,Critical,1,Epic
DQ415311,patient_surveys,Coding_Error,encounter_date,2025-05-24,2025-05-27,3,Medium,1,Manual_Entry
DQ886037,patient_surveys,Format_Error,patient_id,2023-10-10,2023-10-11,1,Medium,1,External_Feed
DQ370213,quality_measures,Referential_Integrity,performance_rate,2025-02-04,2025-03-03,27,Critical,1,Manual_Entry
DQ071589,patient_surveys,Out_of_Range,icd10_code,2024-08-06,2024-08-22,16,Medium,0,Clarity
DQ785241,lab_results,Format_Error,performance_rate,2025-11-15,2025-11-17,2,High,1,Epic
DQ250732,lab_results,Format_Error,encounter_date,2023-12-08,2023-12-22,14,Low,1,Manual_Entry
DQ139918,quality_measures,Out_of_Range,patient_id,2023-09-03,2023-09-05,2,Critical,1,Manual_Entry
